CropType,LoanName,Location,LandType,LandSize,Income
Coffee,Horticulture Loan,Chikkamagaluru,Black cotton soil land,0.84,87680
Silk,Agricultural Term Loan,Ramanagara,Irrigated,1.8,51266
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,1.19,76116
Coffee,NABARD Loan,Chikkamagaluru,Black cotton soil land,1.83,71699
Coffee,Horticulture Loan,Chikkamagaluru,Wetland,1.48,74127
Cotton,Crop Loan,Dharwad,Black cotton soil land,4.57,39202
Groundnut,Organic Farming Loan,Chikkaballapur,Black cotton soil land,2.12,23284
Pulses,Organic Farming Loan,Dharwad,Dryland,3.16,22476
Coffee,Horticulture Loan,Chikkamagaluru,Wetland,1.29,77792
Maize,Farm Mechanization Loan,Chikkaballapur,Rainfed,2.33,26462
Coconut,Plantation Loan,Udupi,Irrigated,2.14,49444
Cotton,Pest Management Loan,Gadag,Black cotton soil land,2.46,34246
Rice,Kisan Credit Card,Mandya,Irrigated,1.33,36257
Banana,Irrigation Loan,Hassan,Wetland,2.11,53764
Coconut,Plantation Loan,Dakshina Kannada,Coastal loamy,2.99,56424
Maize,Crop Loan,Davanagere,Dryland,2.85,27931
Beekeeping,Apiculture Loan,Chamarajanagar,Dryland,0.95,55558
Organic Vegetables,Horticulture Loan,Dharwad,Dryland,2.27,46214
Banana,Horticulture Loan,Mandya,Irrigated,2.01,50278
Rice,Irrigation Loan,Shivamogga,Wetland,2.1,31141
Maize,Crop Loan,Chikkaballapur,Rainfed,4.4,34773
Rice,Crop Loan,Shivamogga,Wetland,1.19,34348
Organic Vegetables,Organic Farming Loan,Dharwad,Irrigated,2.1,40859
Mango,Organic Farming Loan,Ramanagara,Black cotton soil land,3.82,52360
Rice,Irrigation Loan,Raichur,Wetland,2.18,35404
Groundnut,Organic Farming Loan,Tumakuru,Black cotton soil land,3.63,34860
Organic Vegetables,Horticulture Loan,Dharwad,Irrigated,1.43,38228
Beekeeping,Apiculture Loan,Kodagu,Forest edge,1.46,60329
Wheat,PM Kisan Loan,Bagalkot,Irrigated,1.72,29310
Coconut,Plantation Loan,Tumakuru,Coastal loamy,1.18,54058
Fish Farming,Fisheries Loan,Uttara Kannada,Wetland,2.24,84639
Mango,Horticulture Loan,Ramanagara,Black cotton soil land,2.67,39560
Cotton,Kisan Credit Card,Gadag,Black cotton soil land,3.14,36503
Maize,Farm Mechanization Loan,Chikkaballapur,Dryland,3.51,21257
Millets,PM Kisan Loan,Chitradurga,Dryland,3.34,16831
Silk,Agricultural Term Loan,Ramanagara,Dryland,1.7,58633
Wheat,PM Kisan Loan,Vijayapura,Dryland,4.18,28710
Fish Farming,Fisheries Loan,Uttara Kannada,Wetland,0.57,96923
Silk,NABARD Loan,Chikkaballapur,Irrigated,1.06,63343
Groundnut,Crop Loan,Bengaluru Rural,Dryland,4.82,29251
Coffee,Plantation Development Loan,Chikkamagaluru,Black cotton soil land,1.84,70286
Silk,Sericulture Loan,Kolar,Irrigated,1.72,74756
Rice,Irrigation Loan,Mandya,Irrigated,3.26,35808
Pulses,PM Kisan Loan,Dharwad,Dryland,3.84,21851
Cotton,Kisan Credit Card,Ballari,Black cotton soil land,3.31,42085
Groundnut,Organic Farming Loan,Bengaluru Rural,Dryland,3.55,24627
Sugarcane,Irrigation Loan,Bagalkot,Irrigated,5.34,56434
Organic Vegetables,Horticulture Loan,Tumakuru,Irrigated,2.9,41084
Coconut,Agri Infrastructure Loan,Udupi,Coastal loamy,3.75,58406
Mango,Organic Farming Loan,Kolar,Black cotton soil land,3.73,48283
Groundnut,Organic Farming Loan,Chikkaballapur,Dryland,2.17,25666
Wheat,PM Kisan Loan,Vijayapura,Dryland,3.06,25628
Millets,Soil Health Card Loan,Chitradurga,Dryland,5.78,16525
Groundnut,Organic Farming Loan,Tumakuru,Black cotton soil land,2.67,25251
Sugarcane,Agricultural Term Loan,Mandya,Black cotton soil land,4.79,45014
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,1.56,74604
Sugarcane,Farm Mechanization Loan,Mandya,Black cotton soil land,4.05,53032
Mango,Horticulture Loan,Chikkaballapur,Black cotton soil land,3.22,43982
Cotton,Pest Management Loan,Dharwad,Black cotton soil land,4.26,43475
Cotton,Kisan Credit Card,Gadag,Dryland,3.43,42554
Maize,Crop Loan,Davanagere,Rainfed,4.26,34652
Wheat,PM Kisan Loan,Vijayapura,Irrigated,1.55,26063
Pulses,NABARD Loan,Bidar,Rainfed,2.15,22619
Wheat,PM Kisan Loan,Vijayapura,Dryland,2.88,33860
Maize,Farm Mechanization Loan,Chikkaballapur,Rainfed,4.21,28013
Fish Farming,Fisheries Loan,Uttara Kannada,Wetland,0.84,65764
Maize,Farm Mechanization Loan,Davanagere,Rainfed,4.47,33678
Sugarcane,Irrigation Loan,Bagalkot,Black cotton soil land,2.25,53889
Banana,Horticulture Loan,Mandya,Wetland,2.18,43795
Rice,Kisan Credit Card,Raichur,Wetland,3.08,39571
Maize,Farm Mechanization Loan,Davanagere,Dryland,3.19,26841
Groundnut,Crop Loan,Tumakuru,Dryland,3.55,20961
Millets,Soil Health Card Loan,Chitradurga,Rainfed,5.59,19710
Wheat,PM Kisan Loan,Bagalkot,Dryland,4.05,25566
Fish Farming,Fisheries Loan,Uttara Kannada,Wetland,0.64,61352
Cotton,Crop Loan,Haveri,Dryland,2.92,36760
Rice,Crop Loan,Mandya,Wetland,3.77,33714
Wheat,Crop Loan,Bagalkot,Dryland,1.8,29634
Sugarcane,Farm Mechanization Loan,Mandya,Black cotton soil land,3.92,52535
Cotton,Crop Loan,Haveri,Dryland,3.61,30438
Cotton,Pest Management Loan,Ballari,Dryland,3.85,33494
Beekeeping,Apiculture Loan,Chamarajanagar,Forest edge,1.91,58599
Beekeeping,Apiculture Loan,Kodagu,Dryland,0.78,59310
Millets,Soil Health Card Loan,Tumakuru,Dryland,5.89,15967
Banana,Horticulture Loan,Mandya,Irrigated,2.53,53977
Wheat,Crop Loan,Kalaburagi,Dryland,4.16,33418
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,1.24,80708
Floriculture,NABARD Loan,Tumakuru,Polyhouse,1.79,76192
Cotton,Crop Loan,Haveri,Dryland,3.44,38512
Coffee,Horticulture Loan,Kodagu,Wetland,1.39,68689
Pulses,NABARD Loan,Gadag,Rainfed,2.46,22998
Silk,Agricultural Term Loan,Kolar,Irrigated,1.52,64470
Groundnut,Organic Farming Loan,Tumakuru,Black cotton soil land,3.44,33402
Organic Vegetables,Organic Farming Loan,Mysuru,Irrigated,1.86,41973
Groundnut,Organic Farming Loan,Bengaluru Rural,Black cotton soil land,3.46,28457
Banana,Irrigation Loan,Hassan,Irrigated,3.08,51718
Groundnut,Crop Loan,Tumakuru,Black cotton soil land,4.51,31644
Cotton,Crop Loan,Dharwad,Dryland,2.68,34707
Groundnut,Organic Farming Loan,Chikkaballapur,Dryland,3.03,28855
Sugarcane,Irrigation Loan,Belagavi,Black cotton soil land,5.95,52967
Organic Vegetables,Horticulture Loan,Mysuru,Dryland,2.8,35081
Beekeeping,Apiculture Loan,Kodagu,Dryland,1.84,68254
Organic Vegetables,Organic Farming Loan,Tumakuru,Dryland,1.7,47204
Millets,Organic Farming Loan,Chitradurga,Rainfed,5.62,16399
Maize,Farm Mechanization Loan,Davanagere,Dryland,4.49,27375
Coffee,Plantation Development Loan,Kodagu,Black cotton soil land,0.9,77421
Organic Vegetables,Horticulture Loan,Dharwad,Irrigated,1.63,43215
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,1.54,99899
Floriculture,Floriculture Loan,Doddaballapura,Polyhouse,1.08,73080
Silk,NABARD Loan,Chikkaballapur,Irrigated,2.15,71963
Coffee,Horticulture Loan,Chikkamagaluru,Wetland,0.63,71921
Sugarcane,Agricultural Term Loan,Belagavi,Black cotton soil land,2.83,53101
Mango,Horticulture Loan,Kolar,Black cotton soil land,3.01,56240
Pulses,NABARD Loan,Raichur,Rainfed,3.36,21546
Silk,Sericulture Loan,Chikkaballapur,Dryland,1.7,68160
Silk,NABARD Loan,Chikkaballapur,Irrigated,1.67,56389
Organic Vegetables,Horticulture Loan,Dharwad,Dryland,2.34,37680
Organic Vegetables,Horticulture Loan,Tumakuru,Dryland,1.02,38882
Beekeeping,Apiculture Loan,Shivamogga,Dryland,1.61,64483
Beekeeping,Agri Clinic Loan,Kodagu,Dryland,1.08,52097
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,1.91,73045
Rice,Irrigation Loan,Mandya,Irrigated,2.8,30748
Silk,NABARD Loan,Ramanagara,Dryland,2.56,55656
Pulses,PM Kisan Loan,Bidar,Rainfed,1.41,24571
Banana,Irrigation Loan,Mandya,Irrigated,2.19,40136
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,1.52,87510
Millets,PM Kisan Loan,Koppal,Rainfed,2.92,18895
Sugarcane,Farm Mechanization Loan,Mysuru,Black cotton soil land,3.04,50590
Groundnut,Organic Farming Loan,Bengaluru Rural,Black cotton soil land,2.95,30226
Silk,Agricultural Term Loan,Kolar,Dryland,1.88,54481
Beekeeping,Agri Clinic Loan,Kodagu,Dryland,0.53,67239
Fish Farming,Fisheries Loan,Uttara Kannada,Wetland,2.01,78361
Cotton,Pest Management Loan,Dharwad,Dryland,2.92,33235
Wheat,PM Kisan Loan,Bagalkot,Dryland,2.86,26336
Organic Vegetables,Horticulture Loan,Mysuru,Irrigated,2.24,44949
Groundnut,Crop Loan,Chikkaballapur,Dryland,3.32,32649
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,2.39,95580
Fish Farming,Fisheries Loan,Dakshina Kannada,Wetland,2.08,66649
Maize,Crop Loan,Gadag,Rainfed,3.49,23419
Silk,Sericulture Loan,Ramanagara,Irrigated,2.94,74717
Beekeeping,Apiculture Loan,Shivamogga,Forest edge,1.56,67126
Silk,NABARD Loan,Kolar,Dryland,1.49,57541
Mango,Organic Farming Loan,Chikkaballapur,Black cotton soil land,3.0,38509
Silk,Sericulture Loan,Kolar,Dryland,1.54,56676
Silk,Agricultural Term Loan,Kolar,Irrigated,2.05,72479
Cotton,Pest Management Loan,Ballari,Black cotton soil land,2.45,41139
Pulses,Organic Farming Loan,Raichur,Dryland,3.75,20811
Sugarcane,Farm Mechanization Loan,Mandya,Black cotton soil land,4.57,59658
Millets,PM Kisan Loan,Ballari,Rainfed,2.09,18217
Coffee,Horticulture Loan,Kodagu,Black cotton soil land,1.17,84831
Groundnut,Organic Farming Loan,Chikkaballapur,Dryland,3.39,20638
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Irrigated,1.39,41105
Floriculture,Floriculture Loan,Tumakuru,Irrigated,0.79,51733
Wheat,PM Kisan Loan,Vijayapura,Dryland,2.15,28483
Groundnut,Crop Loan,Tumakuru,Black cotton soil land,4.52,26120
Banana,Irrigation Loan,Mysuru,Wetland,3.05,45761
Organic Vegetables,Horticulture Loan,Tumakuru,Dryland,2.79,38587
Fish Farming,NABARD Infrastructure Loan,Uttara Kannada,Wetland,2.02,60121
Wheat,Crop Loan,Vijayapura,Irrigated,1.56,31711
Banana,Irrigation Loan,Mandya,Wetland,2.57,46286
Banana,Horticulture Loan,Mandya,Irrigated,2.02,49691
Cotton,Kisan Credit Card,Ballari,Dryland,2.12,37655
Cotton,Pest Management Loan,Haveri,Black cotton soil land,4.64,37671
Cotton,Pest Management Loan,Dharwad,Dryland,4.33,33335
Cotton,Pest Management Loan,Ballari,Dryland,2.44,43044
Cotton,Crop Loan,Haveri,Black cotton soil land,4.97,32442
Wheat,PM Kisan Loan,Vijayapura,Dryland,2.34,27903
Fish Farming,Fisheries Loan,Dakshina Kannada,Wetland,1.34,61946
Banana,Horticulture Loan,Mysuru,Irrigated,2.79,41791
Coffee,Plantation Development Loan,Kodagu,Black cotton soil land,1.17,88402
Coconut,Agri Infrastructure Loan,Tumakuru,Irrigated,2.85,41045
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,1.66,96281
Groundnut,Crop Loan,Tumakuru,Dryland,4.44,26669
Banana,Irrigation Loan,Hassan,Wetland,3.43,46246
Maize,Farm Mechanization Loan,Davanagere,Dryland,2.25,33845
Fish Farming,Fisheries Loan,Dakshina Kannada,Wetland,1.28,63081
Cotton,Kisan Credit Card,Gadag,Black cotton soil land,4.07,44686
Maize,Crop Loan,Chikkaballapur,Dryland,2.68,33562
Cotton,Pest Management Loan,Ballari,Black cotton soil land,3.77,41038
Wheat,Crop Loan,Bagalkot,Irrigated,2.65,28846
Fish Farming,Fisheries Loan,Udupi,Wetland,0.51,79609
Coconut,Agri Infrastructure Loan,Udupi,Irrigated,2.4,41973
Pulses,Organic Farming Loan,Dharwad,Rainfed,2.05,18904
Pulses,Organic Farming Loan,Bidar,Dryland,2.4,21782
Floriculture,NABARD Loan,Doddaballapura,Irrigated,1.57,69860
Mango,Horticulture Loan,Kolar,Black cotton soil land,1.18,40607
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Coastal loamy,2.48,59292
Millets,Soil Health Card Loan,Ballari,Rainfed,3.0,19179
Cotton,Kisan Credit Card,Gadag,Black cotton soil land,2.46,38072
Silk,NABARD Loan,Chikkaballapur,Irrigated,2.98,64579
Beekeeping,Apiculture Loan,Kodagu,Forest edge,1.34,67015
Organic Vegetables,Organic Farming Loan,Dharwad,Irrigated,2.93,39255
Rice,Irrigation Loan,Raichur,Irrigated,1.14,30893
Coconut,Plantation Loan,Udupi,Irrigated,2.1,54511
Groundnut,Crop Loan,Chikkaballapur,Dryland,4.42,34648
Floriculture,NABARD Loan,Bengaluru Urban,Irrigated,1.42,65889
Banana,Horticulture Loan,Hassan,Irrigated,2.02,43575
Fish Farming,NABARD Infrastructure Loan,Uttara Kannada,Wetland,1.94,96028
Wheat,Crop Loan,Kalaburagi,Dryland,1.76,26733
Banana,Irrigation Loan,Mysuru,Wetland,3.32,42859
Wheat,Crop Loan,Kalaburagi,Dryland,4.17,34558
Cotton,Kisan Credit Card,Dharwad,Dryland,2.72,34472
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Coastal loamy,2.85,58139
Silk,NABARD Loan,Chikkaballapur,Dryland,1.13,67498
Organic Vegetables,Organic Farming Loan,Tumakuru,Dryland,1.98,45771
Millets,Soil Health Card Loan,Chitradurga,Dryland,3.41,17070
Pulses,NABARD Loan,Dharwad,Rainfed,2.71,18814
Floriculture,Floriculture Loan,Bengaluru Urban,Polyhouse,0.59,59030
Cotton,Pest Management Loan,Haveri,Dryland,2.04,32260
Floriculture,NABARD Loan,Bengaluru Urban,Polyhouse,0.9,56677
Groundnut,Crop Loan,Tumakuru,Dryland,4.99,30399
Floriculture,NABARD Loan,Tumakuru,Polyhouse,0.66,55085
Wheat,PM Kisan Loan,Kalaburagi,Irrigated,4.64,30690
Rice,Crop Loan,Mandya,Irrigated,2.82,31729
Silk,NABARD Loan,Chikkaballapur,Irrigated,2.72,52467
Sugarcane,Agricultural Term Loan,Mysuru,Irrigated,2.12,49374
Millets,PM Kisan Loan,Chitradurga,Rainfed,4.81,15385
Wheat,Crop Loan,Vijayapura,Irrigated,1.75,33981
Groundnut,Crop Loan,Chikkaballapur,Dryland,4.85,34815
Coconut,Agri Infrastructure Loan,Udupi,Irrigated,3.76,53066
Rice,Crop Loan,Raichur,Irrigated,2.24,36040
Coconut,Agri Infrastructure Loan,Tumakuru,Irrigated,3.2,56211
Pulses,PM Kisan Loan,Gadag,Rainfed,3.87,18906
Coconut,Plantation Loan,Dakshina Kannada,Irrigated,2.82,41936
Groundnut,Crop Loan,Chikkaballapur,Dryland,3.74,23084
Silk,Agricultural Term Loan,Kolar,Irrigated,2.44,50731
Silk,Sericulture Loan,Chikkaballapur,Dryland,1.41,72788
Wheat,Crop Loan,Bagalkot,Dryland,2.39,28728
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Irrigated,3.99,42269
Beekeeping,Apiculture Loan,Chamarajanagar,Dryland,0.59,62674
Groundnut,Crop Loan,Bengaluru Rural,Black cotton soil land,2.77,28698
Sugarcane,Irrigation Loan,Bagalkot,Black cotton soil land,3.8,45912
Cotton,Pest Management Loan,Dharwad,Black cotton soil land,4.64,31717
Banana,Horticulture Loan,Hassan,Irrigated,2.55,50262
Maize,Crop Loan,Chikkaballapur,Rainfed,4.61,33428
Beekeeping,Apiculture Loan,Shivamogga,Forest edge,0.6,53687
Floriculture,NABARD Loan,Tumakuru,Irrigated,1.89,51546
Maize,Crop Loan,Davanagere,Dryland,2.39,33592
Banana,Irrigation Loan,Mysuru,Irrigated,3.11,42164
Rice,Crop Loan,Raichur,Irrigated,1.66,39981
Floriculture,Floriculture Loan,Bengaluru Urban,Polyhouse,0.62,75616
Cotton,Pest Management Loan,Gadag,Dryland,4.82,38131
Mango,Horticulture Loan,Chikkaballapur,Dryland,2.32,42241
Wheat,PM Kisan Loan,Vijayapura,Dryland,4.0,26421
Coffee,Horticulture Loan,Chikkamagaluru,Black cotton soil land,0.65,89027
Mango,Horticulture Loan,Kolar,Black cotton soil land,1.39,37486
Wheat,Crop Loan,Vijayapura,Irrigated,4.3,26759
Banana,Irrigation Loan,Mandya,Irrigated,2.9,52310
Maize,Farm Mechanization Loan,Gadag,Dryland,3.66,23181
Mango,Horticulture Loan,Chikkaballapur,Black cotton soil land,3.22,38934
Coffee,Plantation Development Loan,Hassan,Black cotton soil land,1.58,87001
Organic Vegetables,Organic Farming Loan,Dharwad,Irrigated,2.72,47153
Silk,NABARD Loan,Kolar,Irrigated,2.23,60909
Sugarcane,Irrigation Loan,Mysuru,Irrigated,5.82,52986
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Coastal loamy,1.49,51389
Maize,Farm Mechanization Loan,Gadag,Dryland,3.14,32352
Banana,Horticulture Loan,Mandya,Irrigated,3.09,43514
Banana,Horticulture Loan,Mandya,Wetland,2.74,41569
Cotton,Pest Management Loan,Haveri,Black cotton soil land,4.8,40853
Sugarcane,Farm Mechanization Loan,Mandya,Black cotton soil land,3.47,55882
Coconut,Plantation Loan,Tumakuru,Coastal loamy,3.42,43528
Banana,Horticulture Loan,Mandya,Irrigated,2.19,44174
Banana,Horticulture Loan,Mandya,Irrigated,1.58,40020
Wheat,PM Kisan Loan,Bagalkot,Irrigated,4.6,32079
Fish Farming,NABARD Infrastructure Loan,Uttara Kannada,Wetland,2.18,82892
Millets,PM Kisan Loan,Chitradurga,Rainfed,3.82,18890
Organic Vegetables,Organic Farming Loan,Dharwad,Dryland,2.4,42720
Groundnut,Organic Farming Loan,Chikkaballapur,Black cotton soil land,3.53,22919
Pulses,PM Kisan Loan,Dharwad,Dryland,1.98,21953
Mango,Horticulture Loan,Chikkaballapur,Dryland,3.92,48502
Cotton,Kisan Credit Card,Ballari,Black cotton soil land,2.98,35329
Fish Farming,Fisheries Loan,Udupi,Wetland,0.92,84677
Fish Farming,Fisheries Loan,Dakshina Kannada,Wetland,2.05,74130
Mango,Horticulture Loan,Kolar,Black cotton soil land,2.62,43330
Cotton,Crop Loan,Dharwad,Black cotton soil land,3.58,44044
Coconut,Plantation Loan,Dakshina Kannada,Irrigated,2.81,54658
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,1.98,70090
Coconut,Plantation Loan,Udupi,Irrigated,2.61,56876
Sugarcane,Farm Mechanization Loan,Belagavi,Black cotton soil land,5.4,59154
Sugarcane,Agricultural Term Loan,Mandya,Black cotton soil land,3.21,58529
Silk,NABARD Loan,Chikkaballapur,Dryland,2.17,70465
Fish Farming,Fisheries Loan,Uttara Kannada,Wetland,1.12,78543
Coffee,Plantation Development Loan,Kodagu,Wetland,1.05,86501
Millets,Soil Health Card Loan,Chitradurga,Dryland,5.59,19229
Floriculture,NABARD Loan,Tumakuru,Polyhouse,1.19,62634
Cotton,Pest Management Loan,Ballari,Black cotton soil land,4.78,38983
Banana,Irrigation Loan,Mandya,Wetland,1.54,41658
Millets,Soil Health Card Loan,Chitradurga,Dryland,2.12,21475
Wheat,Crop Loan,Bagalkot,Irrigated,4.0,32771
Rice,Irrigation Loan,Mysuru,Irrigated,3.38,35236
Fish Farming,Fisheries Loan,Udupi,Wetland,0.6,80996
Mango,Horticulture Loan,Kolar,Black cotton soil land,2.25,40122
Organic Vegetables,Horticulture Loan,Dharwad,Dryland,2.33,40377
Cotton,Crop Loan,Ballari,Dryland,3.41,35782
Wheat,PM Kisan Loan,Kalaburagi,Irrigated,2.18,34595
Beekeeping,Apiculture Loan,Chamarajanagar,Forest edge,0.61,53160
Cotton,Crop Loan,Ballari,Black cotton soil land,4.85,39325
Fish Farming,NABARD Infrastructure Loan,Dakshina Kannada,Wetland,1.94,84052
Sugarcane,Farm Mechanization Loan,Bagalkot,Irrigated,5.24,46304
Silk,Sericulture Loan,Kolar,Dryland,2.35,51485
Wheat,PM Kisan Loan,Vijayapura,Dryland,3.62,26248
Beekeeping,Apiculture Loan,Chamarajanagar,Forest edge,1.69,58476
Sugarcane,Agricultural Term Loan,Belagavi,Irrigated,2.68,51001
Organic Vegetables,Horticulture Loan,Mysuru,Dryland,2.2,40953
Pulses,Organic Farming Loan,Raichur,Dryland,1.74,24501
Maize,Farm Mechanization Loan,Davanagere,Dryland,2.91,22984
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Irrigated,1.62,40706
Groundnut,Organic Farming Loan,Chikkaballapur,Black cotton soil land,3.72,21365
Fish Farming,Fisheries Loan,Dakshina Kannada,Wetland,0.59,65440
Wheat,PM Kisan Loan,Kalaburagi,Irrigated,1.97,31592
Mango,Organic Farming Loan,Chikkaballapur,Black cotton soil land,3.62,57397
Fish Farming,NABARD Infrastructure Loan,Dakshina Kannada,Wetland,0.57,72132
Millets,Organic Farming Loan,Chitradurga,Rainfed,5.25,19500
Mango,Horticulture Loan,Chikkaballapur,Dryland,1.35,53950
Cotton,Pest Management Loan,Ballari,Black cotton soil land,3.49,34721
Sugarcane,Irrigation Loan,Mysuru,Irrigated,5.79,52325
Silk,NABARD Loan,Ramanagara,Dryland,2.24,70757
Sugarcane,Farm Mechanization Loan,Mysuru,Black cotton soil land,2.72,57373
Millets,PM Kisan Loan,Chitradurga,Rainfed,2.09,20018
Beekeeping,Apiculture Loan,Chamarajanagar,Forest edge,1.71,61280
Silk,Sericulture Loan,Chikkaballapur,Irrigated,2.84,61672
Maize,Crop Loan,Davanagere,Rainfed,4.23,29725
Fish Farming,Fisheries Loan,Udupi,Wetland,0.63,74485
Coffee,Plantation Development Loan,Kodagu,Wetland,1.7,68584
Cotton,Kisan Credit Card,Dharwad,Black cotton soil land,4.65,40774
Mango,Organic Farming Loan,Chikkaballapur,Black cotton soil land,1.79,58430
Organic Vegetables,Organic Farming Loan,Tumakuru,Irrigated,2.81,49153
Cotton,Crop Loan,Dharwad,Black cotton soil land,4.53,31421
Coconut,Plantation Loan,Udupi,Irrigated,1.16,47511
Coconut,Agri Infrastructure Loan,Udupi,Coastal loamy,2.14,45529
Maize,Crop Loan,Davanagere,Rainfed,2.64,33970
Silk,Agricultural Term Loan,Ramanagara,Irrigated,3.0,74133
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,2.26,76493
Coffee,Plantation Development Loan,Hassan,Wetland,1.48,88509
Beekeeping,Apiculture Loan,Shivamogga,Dryland,1.35,65112
Wheat,PM Kisan Loan,Bagalkot,Irrigated,3.82,34171
Organic Vegetables,Organic Farming Loan,Dharwad,Irrigated,1.64,37893
Mango,Organic Farming Loan,Kolar,Dryland,3.55,47338
Sugarcane,Agricultural Term Loan,Belagavi,Black cotton soil land,5.1,51457
Cotton,Kisan Credit Card,Ballari,Dryland,4.23,41330
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,1.31,83936
Rice,Kisan Credit Card,Shivamogga,Wetland,3.71,38501
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,1.88,86727
Coffee,Horticulture Loan,Kodagu,Wetland,1.19,63001
Fish Farming,NABARD Infrastructure Loan,Uttara Kannada,Wetland,1.24,95823
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,2.35,97343
Groundnut,Organic Farming Loan,Chikkaballapur,Black cotton soil land,4.35,24924
Mango,Organic Farming Loan,Chikkaballapur,Dryland,3.42,45413
Organic Vegetables,Horticulture Loan,Dharwad,Irrigated,1.68,47783
Sugarcane,Agricultural Term Loan,Bagalkot,Black cotton soil land,5.16,49543
Cotton,Kisan Credit Card,Haveri,Black cotton soil land,4.49,42217
Maize,Crop Loan,Gadag,Rainfed,3.97,20153
Silk,Sericulture Loan,Chikkaballapur,Irrigated,1.2,61743
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,1.02,99420
Fish Farming,NABARD Infrastructure Loan,Dakshina Kannada,Wetland,1.13,89063
Banana,Horticulture Loan,Mandya,Wetland,1.64,46204
Beekeeping,Apiculture Loan,Kodagu,Dryland,1.47,59953
Silk,NABARD Loan,Ramanagara,Dryland,2.11,74573
Groundnut,Organic Farming Loan,Tumakuru,Black cotton soil land,2.11,34124
Sugarcane,Irrigation Loan,Mysuru,Black cotton soil land,3.65,46620
Beekeeping,Apiculture Loan,Chamarajanagar,Dryland,0.51,64441
Organic Vegetables,Horticulture Loan,Tumakuru,Dryland,1.26,45016
Rice,Irrigation Loan,Raichur,Irrigated,3.4,34722
Beekeeping,Apiculture Loan,Shivamogga,Dryland,1.68,68611
Fish Farming,Fisheries Loan,Dakshina Kannada,Wetland,2.46,62803
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,1.08,82438
